Player,Salary,Pos,Age,Tm,G,MP,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,BPM,VORP
Zhou Qi,"$815,615 ",C,22,HOU,16,87,0.6,0.303,11.7,1.5,1.1,6.8,18.2,19.5,-0.4,0.1,-0.2,-10.1,-0.2
Zaza Pachulia,"$3,477,600 ",C,33,GSW,66,937,16.8,0.608,18.5,15.4,1.9,1.3,19.3,17.2,1.7,1.4,3.1,0.8,0.7
Zach Randolph,"$12,307,692 ",PF,36,SAC,59,1508,17.3,0.529,15,14.9,1.4,0.6,12.5,27.6,0.3,1.1,1.4,-1.9,0
Zach LaVine,"$3,202,217 ",SG,22,CHI,24,656,14.6,0.499,7.7,18.6,1.8,0.5,9.7,29.5,-0.1,0.5,0.4,-2.6,-0.1
Zach Collins,"$3,057,240 ",C,20,POR,62,979,8.2,0.487,11.7,7.3,0.8,2.5,15.6,15.5,-0.4,1.2,0.8,-2.9,-0.2
Yogi Ferrell,"$1,312,611 ",SG,24,DAL,79,2238,11.5,0.543,6.1,13.3,1.4,0.3,9.1,17,1.6,1.6,3.1,-0.9,0.6
Xavier Silas,"$74,159 ",SG,30,BOS,2,7,-4.9,0,15.7,0,7.2,0,0,19.2,-0.1,0,0,-13.3,0
Xavier Rathan-Mayes,"$46,080 ",SG,23,MEM,5,118,0.9,0.315,2.5,23.2,2.6,2.4,19.3,21.7,-0.5,0.1,-0.4,-10.6,-0.3
Xavier Munford,$0 ,SG,25,MIL,6,21,-2.1,0.218,2.8,24.7,2.4,0,22.5,19.2,-0.1,0,-0.1,-13.8,-0.1
Wilson Chandler,"$12,016,854 ",SF,30,DEN,70,2200,11.1,0.543,9.5,9.7,0.9,1.4,12,14.6,2,1,3.1,-1,0.5
Willy Hernangomez,"$1,435,750 ",C,23,TOT,45,430,20.6,0.592,19.3,11,1.8,2.8,15.4,21.7,0.8,0.6,1.4,0.5,0.3
Willy Hernangomez,"$1,435,750 ",C,23,CHO,19,197,25,0.589,23.4,7.1,2,3,7.3,21,0.7,0.3,1.1,1.8,0.2
Willy Hernangomez,"$1,435,750 ",C,23,NYK,26,233,16.9,0.595,16,14.4,1.7,2.6,21.8,22.3,0.1,0.3,0.3,-0.6,0.1
Willie Reed,"$1,577,230 ",C,27,LAC,39,419,19.4,0.669,15.7,3.3,1,4.4,11.6,16.8,1,0.5,1.5,-0.7,0.1
Willie Reed,"$1,577,230 ",C,27,TOT,42,428,19.2,0.671,15.5,3.6,1,4.3,11.6,16.6,1,0.5,1.6,-0.8,0.1
Willie Reed,"$1,577,230 ",C,27,DET,3,9,8.7,1,6.1,15.9,0,0,0,4.9,0,0,0,-2.4,0
Willie Cauley-Stein,"$3,704,160 ",C,24,SAC,70,1943,17.1,0.523,14.1,13.5,1.9,3.1,11.3,21.6,1.3,2,3.3,0,1
Will Barton,"$3,533,333 ",SG,27,DEN,77,2530,15.9,0.557,8.6,18.5,1.6,1.6,11.8,20.5,3.9,1.7,5.6,0.8,1.8
Wesley Matthews,"$17,884,176 ",SF,31,DAL,63,2131,11.4,0.541,5.2,12.3,1.8,0.7,10.1,17.6,1,1.7,2.7,0.2,1.2
Wesley Johnson,"$5,881,260 ",SF,30,LAC,70,1422,9.8,0.512,8.1,5.3,2.5,3.6,12.6,13,-0.1,1.8,1.7,0.3,0.8
Wesley Iwundu,"$1,050,000 ",SF,23,ORL,58,902,7.6,0.464,7.9,7.9,1.7,1,11.6,11.8,-0.1,0.6,0.5,-3.6,-0.4
Wayne Selden,"$1,312,611 ",SG,23,MEM,35,692,11.8,0.551,4.7,16.1,1.3,0.7,15.5,22.7,0.1,0.2,0.4,-4,-0.3
Wayne Ellington,"$6,270,000 ",SG,30,MIA,74,1962,12.1,0.582,6.1,6,1.3,0.3,6.9,17.3,2.3,1.9,4.1,-0.1,0.9
Wade Baldwin,"$1,874,400 ",PG,21,POR,4,29,17,0.73,9.4,10.7,0,0,15.4,19.6,0.1,0,0.1,-3.1,0
Vince Hunter,"$50,000 ",PF,23,MEM,4,7,35.9,0.6,24.8,0,0,13.4,16.7,38.5,0,0,0,-9,0
Vince Carter,"$8,000,000 ",SF,41,SAC,55,971,10.6,0.519,8.1,9.3,2.1,2.5,10.7,14.7,0.2,0.8,1,-1.3,0.2
Victor Oladipo,"$21,000,000 ",SG,25,IND,72,2471,23.1,0.576,8.7,21,3.4,2,12.6,30.2,4.2,3.8,8,4.7,4.2
Vander Blue,"$50,000 ",SG,25,LAL,5,45,-1.8,0.255,1.2,8.1,1.1,0,33.8,8.4,-0.1,0,-0.1,-10.1,-0.1
Udonis Haslem,"$2,328,652 ",C,37,MIA,14,72,1.8,0.252,7.8,9.2,0,2.4,11.2,11.2,-0.1,0.1,-0.1,-7.5,-0.1
Tyus Jones,"$1,471,382 ",PG,21,MIN,78,1404,14.1,0.574,5.3,20.9,3.2,0.4,13.9,12.7,2.3,1.1,3.4,0.5,0.9
Tyson Chandler,"$13,000,000 ",C,35,PHO,46,1151,14.3,0.657,19.4,6.6,0.7,1.9,20.5,10.6,1.9,0.8,2.6,-0.4,0.5
Tyrone Wallace,$0 ,PG,23,LAC,26,732,10.6,0.519,7.1,11.5,1.6,1.5,13,16.4,0.3,0.6,0.8,-1.5,0.1
Tyreke Evans,"$3,290,000 ",PG,28,MEM,52,1607,21.2,0.561,9.5,31.5,1.8,1,11.5,28.5,3,1.2,4.3,3.7,2.3
Tyler Zeller,"$1,709,538 ",C,28,MIL,20,322,17,0.58,16.5,7.4,1.1,3.2,9.3,15.1,0.7,0.3,1,-0.5,0.1
Tyler Zeller,"$1,709,538 ",C,28,TOT,62,1025,15.9,0.585,15.2,6.8,0.7,2.5,11.3,17,1.7,0.8,2.5,-1.8,0
Tyler Zeller,"$1,709,538 ",C,28,BRK,42,703,15.4,0.587,14.6,6.5,0.6,2.2,12.1,17.9,1,0.5,1.5,-2.4,-0.1
Tyler Ulis,"$1,312,611 ",PG,22,PHO,68,1563,9.7,0.459,4.1,27.5,2,0.3,17.6,18.2,-0.8,0.5,-0.4,-5.4,-1.3
Tyler Lydon,"$1,579,440 ",PF,21,DEN,1,2,0,,0,0,0,0,,0,0,0,0,-6.5,0
Tyler Johnson,"$5,881,260 ",PG,25,MIA,69,1964,13,0.55,6.6,12.3,1.4,1.4,9.4,18.6,1.9,2.2,4,-0.4,0.8
Tyler Ennis,"$1,524,305 ",PG,23,LAL,50,584,10.4,0.459,7.3,21.9,1.9,1.4,13.4,16.3,0,0.6,0.6,-3.3,-0.2
Tyler Dorsey,"$815,615 ",SG,21,ATL,53,897,9.3,0.478,7.7,13.2,0.9,0.4,8.8,20,-0.2,0.4,0.1,-4.6,-0.6
Tyler Cavanaugh,"$679,919 ",PF,23,ATL,39,518,13,0.567,13.7,7.9,0.8,0.7,8,14.8,0.9,0.3,1.2,-1,0.1
Troy Williams,"$1,471,382 ",SF,23,TOT,21,307,15.2,0.544,11.4,7.8,3.2,1.1,13.5,20.1,0.2,0.4,0.5,0,0.2
Troy Williams,"$1,471,382 ",SF,23,NYK,17,290,16.2,0.572,11.3,7.7,3.2,1.2,13.9,19.5,0.3,0.3,0.6,0.9,0.2
Troy Williams,"$1,471,382 ",SF,23,HOU,4,17,-2.4,0.242,13.3,8.5,2.9,0,8.8,29.4,-0.1,0,-0.1,-14.3,-0.1
Troy Daniels,"$3,408,520 ",SG,26,PHO,78,1609,10,0.585,4.2,4.6,0.7,0.3,8.3,17.2,1.5,0,1.5,-2.8,-0.3
Tristan Thompson,"$16,400,000 ",C,26,CLE,49,1017,13.7,0.573,18.5,4.2,0.8,1.4,12.2,12.5,1.7,0.7,2.4,-2.3,-0.1
Trey McKinney-Jones,"$46,080 ",SG,27,IND,1,1,0,,0,0,0,0,,0,0,0,0,-5.9,0
Trey Lyles,"$2,441,400 ",PF,22,DEN,70,1366,18,0.589,14.2,10.1,1.1,2.1,9,21.2,2.6,1.2,3.8,-0.8,0.4
Trey Burke,"$784,160 ",PG,25,NYK,32,648,22.8,0.576,5.1,38.1,1.5,0.5,8.8,25.9,2,0.3,2.3,2,0.7
Trevor Booker,"$9,125,000 ",PF,30,TOT,64,1085,14.8,0.563,14.8,11,1.2,1.5,14.1,16.5,1.5,1.2,2.7,-0.5,0.4
Trevor Booker,"$9,125,000 ",PF,30,PHI,33,494,14.6,0.618,13.3,7.6,1.6,1.9,13.7,12.7,1,0.7,1.7,0.7,0.3
Trevor Booker,"$9,125,000 ",PF,30,BRK,18,395,15.5,0.536,16,16.3,1,0.9,15.1,21.8,0.3,0.3,0.6,-1.4,0.1
Trevor Booker,"$9,125,000 ",PF,30,IND,13,196,13.8,0.524,16.2,8.6,0.8,1.8,11.9,15.3,0.3,0.2,0.4,-1.5,0
Trevor Ariza,"$7,420,912 ",SF,32,HOU,64,2179,12.1,0.573,7.4,6.9,2.1,0.5,7,14.4,2.7,2.6,5.3,1.7,2
Treveon Graham,"$1,312,611 ",SG,24,CHO,63,1050,9,0.553,6.2,7.9,1.5,0.2,9.9,11.3,1,0.7,1.7,-1,0.3
Travis Wear,"$148,318 ",SF,27,LAL,13,172,9.8,0.562,9.3,3.3,0.8,1.9,6.2,15.9,0.1,0.2,0.3,-4,-0.1
Torrey Craig,$0 ,SF,27,DEN,35,586,10.3,0.549,11.6,5.3,0.8,1.6,11.4,12.4,0.6,0.3,0.9,-2.7,-0.1
Tony Snell,"$9,821,429 ",SG,26,MIL,71,1955,8.4,0.584,4,6.5,1.2,1.1,7.7,10.5,1.6,0.7,2.3,-1.7,0.2
Tony Parker,"$15,453,126 ",PG,35,SAS,52,1020,13.1,0.499,4.9,29,1.4,0.1,13.4,20.6,0.4,1.1,1.5,-3.8,-0.5
Tony Bradley,"$1,414,920 ",C,20,UTA,9,29,9.5,0.337,21.6,5,0,0,0,18.5,0,0,0,-9.7,-0.1
Tony Allen,"$2,116,955 ",SF,36,NOP,22,273,8.7,0.514,9.4,4.6,1.9,0.9,15.9,18.9,-0.2,0.2,0.1,-5.2,-0.2
Tomas Satoransky,"$3,000,000 ",SG,26,WAS,69,1535,15.4,0.618,7.8,25.1,1.6,0.8,16.4,13.7,3.5,1.2,4.7,1,1.2
Tobias Harris,"$16,000,000 ",PF,25,TOT,76,2546,17.4,0.569,8.9,11.6,1.3,1.1,7.2,23.2,4.3,2.5,6.7,1,1.9
Tobias Harris,"$16,000,000 ",PF,25,LAC,28,983,18.4,0.576,9.5,14.2,1.6,1.6,8.7,23.3,1.7,0.9,2.6,2.1,1
Tobias Harris,"$16,000,000 ",PF,25,DET,48,1563,16.7,0.564,8.6,10,1.1,0.8,6.2,23.2,2.6,1.5,4.1,0.2,0.9
Timothe Luwawu-Cabarrot,"$1,386,600 ",SF,22,PHI,52,807,7,0.511,4.8,9.4,0.7,0.5,11.5,17.5,0.1,0.7,0.8,-4.6,-0.5
Timofey Mozgov,"$15,280,000 ",C,31,BRK,28,339,10.2,0.589,13.6,3.6,0.7,2.4,24.4,16.2,-0.1,0.3,0.2,-5.4,-0.3
Tim Quarterman,$0 ,SG,23,HOU,2,6,13.6,0.5,18.8,26,0,0,0,14.7,0,0,0,-1.8,0
Tim Hardaway,"$16,500,000 ",SG,25,NYK,56,1856,14.4,0.531,6.6,12.5,1.6,0.5,9,23.8,1.5,1,2.5,-0.2,0.8
Tim Frazier,"$2,000,000 ",PG,27,WAS,56,807,11.2,0.477,7.7,31.4,2.6,0.8,23.7,12.7,0.4,0.9,1.3,-2.2,0
Thon Maker,"$2,684,160 ",C,20,MIL,71,1205,10.5,0.502,10.9,5.3,1.6,3.7,10.8,14.6,0.4,1.1,1.5,-2.4,-0.1
Thomas Bryant,"$815,615 ",C,20,LAL,11,34,7.7,0.473,9.4,7.8,0,0,7.9,15.8,0,0,0,-7.1,0
Thaddeus Young,"$14,796,348 ",PF,29,IND,78,2544,14.7,0.528,11.1,8.4,2.5,1.2,10.5,17.3,2.1,3.1,5.2,1.4,2.2
Thabo Sefolosha,"$5,250,000 ",SF,33,UTA,38,806,15.9,0.591,11.4,6.4,3.2,1.3,10.2,16.4,1,1.6,2.6,1.8,0.8
Terry Rozier,"$1,988,520 ",PG,23,BOS,77,1980,15.4,0.524,9.9,17,2,0.7,8,20.5,2.3,3.3,5.6,2,2
Terrence Ross,"$10,500,000 ",SG,26,ORL,22,576,10.3,0.515,6.7,8.9,2.3,1.2,11.5,16.6,-0.1,0.5,0.5,-1.7,0
Terrance Ferguson,"$1,785,000 ",SG,19,OKC,59,728,7,0.532,3.3,3.2,1.6,1.2,6.3,10.3,0.5,0.5,1.1,-2.8,-0.1
Taurean Waller-Prince,"$2,422,560 ",SF,23,ATL,79,2359,12.3,0.544,8.8,13.4,1.7,1.5,15.5,21.7,-0.3,1.9,1.6,-1.1,0.5
Tarik Black,"$3,290,000 ",C,26,HOU,48,474,14.9,0.589,17.1,3.8,2.1,4.7,18.7,15.9,0.6,0.9,1.4,-0.5,0.2
Taj Gibson,"$14,000,000 ",PF,32,MIN,78,2613,15.4,0.615,12.2,5.3,1.1,1.8,9.9,14.6,5.3,1.5,6.8,1.2,2.1
T.J. Warren,"$3,152,931 ",SF,24,PHO,65,2142,17.7,0.541,8.3,7.2,1.5,1.5,6.7,24.9,2.7,0.8,3.5,-1.9,0.1
T.J. McConnell,"$1,471,382 ",PG,25,PHI,72,1651,12.3,0.546,7.1,24.7,2.6,0.6,20.8,13.8,1.2,2.4,3.6,-0.7,0.5
T.J. Leaf,"$2,028,360 ",PF,20,IND,50,428,10.5,0.554,10.2,2.6,0.6,0.8,7.3,14.2,0.5,0.3,0.7,-4.7,-0.3
Steven Adams,"$22,471,910 ",C,24,OKC,73,2390,20.8,0.628,15.5,5.5,1.9,2.9,13.3,16.7,6.4,2.9,9.3,3.4,3.3
Sterling Brown,"$815,615 ",SG,22,MIL,51,728,9.5,0.513,10.9,4.6,2.1,1.3,10.6,14,0.1,0.7,0.8,-3.8,-0.3
Stephen Curry,"$34,682,550 ",PG,29,GSW,51,1631,28.2,0.675,8.9,30.2,2.4,0.4,13.3,31,7.2,1.9,9.2,8.6,4.4
Stanley Johnson,"$3,097,800 ",SF,21,DET,65,1773,9.1,0.483,7.4,8.2,2.6,0.6,11.3,16.4,-0.6,2.3,1.8,-1.4,0.3
Spencer Dinwiddie,"$1,524,305 ",PG,24,BRK,77,2217,16,0.526,6.1,35.1,1.4,0.8,11.6,20.3,4.2,1.3,5.5,0.4,1.3
Solomon Hill,"$12,236,535 ",SF,26,NOP,8,127,6.8,0.385,8.6,16.9,1.5,0.6,12.9,13.2,-0.1,0.1,0,-3.6,-0.1
Skal Labissiere,"$1,312,611 ",PF,21,SAC,60,1240,14.3,0.513,13.2,9.1,1,3.7,12.5,21.1,0.4,0.9,1.3,-2.7,-0.2
Sindarius Thornwell,"$815,615 ",SG,23,LAC,69,1059,8.1,0.517,6.7,7,2.1,1.8,15.5,11.6,0.1,0.9,1,-1.4,0.2
Shelvin Mack,"$6,000,000 ",PG,27,ORL,65,1283,13.7,0.526,6.8,29.3,1.9,0.5,16.4,17.5,1.1,1,2,-2.2,-0.1
Shaun Livingston,"$7,692,308 ",PG,32,GSW,68,1081,11.6,0.539,6.4,16.5,1.5,1.5,13.8,16.5,0.9,1,1.8,-3.3,-0.4
Shaquille Harrison,"$92,160 ",PG,24,PHO,20,291,15.2,0.534,9.4,18.1,3.5,1.9,12.7,18.3,0.2,0.3,0.6,0.2,0.2
Shane Larkin,"$1,524,305 ",PG,25,BOS,50,686,10.2,0.506,6.1,16.3,1.8,0.2,12.2,15.5,0.3,0.9,1.3,-2.4,-0.1
Shabazz Napier,"$2,361,360 ",PG,26,POR,70,1455,14.5,0.553,5.9,15.1,2.7,0.8,13.8,19.5,1.3,1.9,3.2,0.4,0.9
Shabazz Muhammad,"$1,577,230 ",SG,25,MIL,9,84,32.7,0.638,14.7,17.5,2.4,1,1.9,28.9,0.4,0.1,0.5,3.7,0.1
Shabazz Muhammad,"$1,577,230 ",SF,25,TOT,41,385,14.4,0.5,10,6.4,1.2,0.7,3.1,22.3,0.3,0.2,0.5,-5.8,-0.4
Shabazz Muhammad,"$1,577,230 ",SF,25,MIN,32,301,9.3,0.446,8.7,3.4,0.8,0.6,3.6,20.5,0,0.1,0,-8.4,-0.5
Serge Ibaka,"$20,061,729 ",PF,28,TOR,73,2010,14.5,0.569,12.9,4.4,0.7,3.7,9.6,19.4,1.9,2.8,4.8,-0.4,0.8
Semi Ojeleye,"$1,291,892 ",PF,23,BOS,69,1049,4,0.448,7.4,2.4,1,0.2,10.8,8.7,-0.3,1.2,0.9,-3.5,-0.4
Sean Kilpatrick,"$1,524,305 ",SG,28,CHI,5,111,13.3,0.501,6.3,10.3,0.9,1.6,7.2,27.4,0,0.1,0.1,-5.6,-0.1
Sean Kilpatrick,"$1,524,305 ",SG,28,LAC,4,38,10.5,0.503,2.9,12.1,0,0,5,22.6,0,0,0,-7.8,-0.1
Sean Kilpatrick,"$1,524,305 ",SG,28,MIL,23,205,11.3,0.515,7.2,10.9,1.2,0.4,9.1,22,0,0.1,0.1,-6.2,-0.2
Sean Kilpatrick,"$1,524,305 ",SG,28,BRK,16,183,5,0.414,10.1,12.6,0.5,0.4,14.4,26.3,-0.5,0.1,-0.4,-10.2,-0.4
Sean Kilpatrick,"$1,524,305 ",SG,28,TOT,48,537,9.5,0.475,7.7,11.5,0.8,0.6,10.3,24.6,-0.5,0.3,-0.2,-7.5,-0.7
Scotty Hopson,"$74,159 ",SG,28,DAL,1,8,-4.6,0.266,0,15.8,0,0,34.7,16.4,0,0,0,-20.7,0
Sam Dekker,"$1,794,600 ",PF,23,LAC,69,817,11.1,0.526,10.4,6,1.3,0.9,10.3,15.5,0.4,0.6,1.1,-3.3,-0.3
Salah Mejri,"$1,471,382 ",C,31,DAL,61,729,17.8,0.644,18.8,7.2,1.5,8.2,19,12.8,1.3,1.3,2.7,3.2,1
Ryan Arcidiacono,$0 ,PG,23,CHI,20,208,8.1,0.561,3.6,14.7,2.6,0,20.2,7.3,0.1,0.1,0.3,-3.5,-0.1
Ryan Anderson,"$19,578,455 ",PF,29,HOU,66,1725,12.6,0.592,10.8,5.1,0.7,1,7.5,14.4,3.1,1.6,4.7,0.2,1
Russell Westbrook,"$28,530,608 ",PG,29,OKC,77,2801,25,0.528,15,49.4,2.5,0.6,16.4,34.3,5.5,4.3,9.8,8.2,7.2
Rudy Gobert,"$21,974,719 ",C,25,UTA,52,1702,20.9,0.659,19,6.7,1.2,6.1,15.5,16.9,4,3.6,7.6,4.2,2.7
Rudy Gay,"$8,406,000 ",PF,31,SAS,54,1160,17.8,0.545,13.1,9.5,1.9,2.6,11.6,24.5,0.9,2,2.9,0.2,0.6
Royce O'Neale,"$815,615 ",SF,24,UTA,65,1052,10.4,0.521,11.5,12.3,1.7,1.2,15.1,14.8,0.3,1.7,1.9,-1.1,0.2
Rondae Hollis-Jefferson,"$1,471,382 ",SF,23,BRK,64,1811,17.3,0.55,12.7,14.2,1.6,1.7,11.5,22.6,2.3,1.8,4.1,-0.2,0.8
Ron Baker,"$4,328,000 ",SG,24,NYK,29,385,9.3,0.504,4.3,15.5,3.3,1.4,20.4,10,0.1,0.4,0.5,-1,0.1
Rodney Purvis,"$92,160 ",SG,23,ORL,12,203,4.1,0.427,4.1,7.1,0.7,1.2,9.6,18,-0.3,0.1,-0.3,-7.7,-0.3
Rodney McGruder,"$1,312,611 ",SG,26,MIA,15,258,12.4,0.623,5.9,6.9,1.6,0.7,5.7,12.3,0.4,0.3,0.7,-0.3,0.1
Rodney Hood,"$2,386,864 ",SG,25,UTA,39,1084,15.2,0.551,5.8,10.4,1.4,0.6,9.6,27.4,0.6,1.2,1.9,-1.7,0.1
Rodney Hood,"$2,386,864 ",SG,25,TOT,58,1576,14.4,0.545,5.8,9.7,1.4,0.6,8.1,24.6,1.1,1.4,2.5,-2.1,0
Rodney Hood,"$2,386,864 ",SG,25,CLE,19,492,12.6,0.53,5.6,8.2,1.3,0.9,3.4,18.7,0.5,0.2,0.7,-2.9,-0.1
Robin Lopez,"$13,788,500 ",C,29,CHI,64,1690,14.7,0.552,9.2,12.3,0.4,2.8,13.5,20.4,1.2,0.8,2,-1.9,0.1
Robert Covington,"$16,698,103 ",PF,27,PHI,76,2408,12.8,0.562,9.1,8.7,2.6,2.2,12.3,17.5,1.5,4.2,5.7,2.4,2.7
Ricky Rubio,"$14,275,000 ",PG,27,UTA,73,2185,15,0.533,8.8,28.3,2.6,0.4,18.3,22.8,1.2,3.5,4.7,1.3,1.8
Richaun Holmes,"$1,471,382 ",C,24,PHI,44,668,16.8,0.566,15.5,12.8,1.3,3.2,8.4,16.7,1.3,1.1,2.4,1.4,0.6
Richard Jefferson,"$2,500,000 ",SF,37,DEN,20,163,6.3,0.499,5.9,12,0.6,0.5,14.3,9.3,0.1,0,0.1,-5.9,-0.2
Reggie Jackson,"$16,000,000 ",PG,27,DET,41,1084,15.5,0.516,5.9,32.1,1.1,0.3,14.3,27.4,0.7,0.9,1.6,-1.6,0.1
Reggie Hearn,$0 ,SG,26,DET,2,3,44.3,1.5,0,0,0,0,0,14.7,0,0,0,13.9,0
Reggie Bullock,"$2,500,000 ",SF,26,DET,62,1732,13.6,0.615,4.9,8.4,1.4,0.7,7.6,15.7,2.8,1.5,4.3,0.7,1.2
Raymond Felton,"$2,328,652 ",PG,33,OKC,79,1324,13.2,0.492,6.4,22.9,1.8,1,11.5,20.4,0.9,1.3,2.2,-2.8,-0.3
Raul Neto,"$1,471,382 ",PG,25,UTA,39,478,12.3,0.554,5.6,23.2,1.2,0.7,16.5,18.3,0.4,0.5,0.9,-3.1,-0.1
Rashad Vaughn,"$1,889,040 ",SG,21,BRK,1,4,4.1,,0,31.8,0,0,,0,0,0,0,-16.1,0
Rashad Vaughn,"$1,889,040 ",SG,21,MIL,22,173,11.1,0.56,5.8,9.9,1.2,1.5,7.1,14.8,0.2,0.1,0.3,-3.3,-0.1
Rashad Vaughn,"$1,889,040 ",SG,21,TOT,28,212,9.3,0.546,5.8,8.7,1.2,1.2,9.3,13.8,0.1,0.1,0.2,-4.7,-0.1
Rashad Vaughn,"$1,889,040 ",SG,21,ORL,5,35,1.1,0.417,6.3,0,1.4,0,25,10,-0.1,0,-0.1,-10.3,-0.1
Ramon Sessions,"$2,328,652 ",PG,31,WAS,14,224,14.2,0.524,5.1,29.8,1.6,0.4,15.6,19,0.3,0.1,0.5,-3.7,-0.1
Ramon Sessions,"$2,328,652 ",PG,31,NYK,13,167,6.2,0.403,6,22,2.1,0.5,20.1,19.5,-0.3,0.1,-0.2,-7.2,-0.2
Ramon Sessions,"$2,328,652 ",PG,31,TOT,27,391,10.8,0.473,5.5,26.5,1.8,0.4,17.6,19.2,0,0.3,0.3,-5.2,-0.3
Rajon Rondo,"$3,300,000 ",PG,31,NOP,61,1591,14.9,0.519,8.4,41.6,1.8,0.5,22.6,16.8,1.7,1.5,3.2,-1.5,0.2
R.J. Hunter,$0 ,SG,24,HOU,4,15,-4.4,0,3.8,16.5,3.3,0,0,11.8,-0.1,0,0,-9.7,0
Quinn Cook,"$100,000 ",PG,24,GSW,29,597,13.4,0.6,6.2,16.7,0.9,0.1,10.8,17.7,1,0.4,1.4,-2,0
Quincy Pondexter,"$3,853,931 ",SF,29,CHI,23,196,4,0.398,7.4,6.3,2,0.9,16.3,15,-0.3,0.1,-0.2,-6.6,-0.2
Quincy Acy,"$1,709,538 ",PF,27,BRK,66,1270,7.5,0.51,10.1,5.9,1.1,1.6,14.1,14.3,-0.4,1,0.6,-2.8,-0.2
PJ Dozier,$0 ,PG,21,OKC,2,3,-5,0.5,18.5,0,0,0,33.3,42.9,0,0,0,-34,0
Paul Zipser,"$1,312,611 ",SF,23,CHI,54,824,5.2,0.444,8.5,8,1.2,1.6,14.9,15.2,-1.2,0.6,-0.6,-5.8,-0.8
Paul Millsap,"$31,269,231 ",PF,32,DEN,34,1008,18.2,0.564,12.3,14.6,1.9,3.3,12.9,22.4,1.5,1,2.5,1.4,0.9
Paul George,"$19,508,958 ",SF,27,OKC,76,2779,18.4,0.566,8.7,14.7,2.8,1.2,12.3,25.6,4.5,3.8,8.3,2.4,3.1
Pau Gasol,"$16,000,000 ",C,37,SAS,74,1753,19,0.54,19,20,0.6,3.7,13.3,20.7,2.6,3.2,5.8,3.1,2.3
Patty Mills,"$10,714,286 ",PG,29,SAS,79,2018,12.1,0.562,4.1,16.1,1.3,0.5,12.4,17.8,2.1,2.1,4.2,-0.2,0.9
Patrick Patterson,"$5,192,000 ",PF,28,OKC,79,1234,9.7,0.545,8.4,5.8,1.9,1.7,10.3,10.8,1,1.4,2.4,-1.5,0.2
Patrick McCaw,"$1,312,611 ",SG,22,GSW,57,961,7.4,0.477,4.8,10.6,2.2,0.8,14.6,12.8,-0.3,0.9,0.6,-3.3,-0.3
Patrick Beverley,"$5,513,514 ",SG,29,LAC,11,334,12.3,0.53,7.4,13.8,2.6,1.2,16.5,19.6,0.1,0.3,0.4,0.7,0.2
Pat Connaughton,"$1,471,382 ",SG,25,POR,78,1432,9.3,0.535,5.8,8.9,0.7,1.2,9.3,13.5,1.1,1.2,2.3,-1.5,0.2
Pascal Siakam,"$1,312,611 ",PF,23,TOR,77,1577,14.9,0.554,12.2,13.3,1.9,2,11,15.9,2.1,2.3,4.5,2.2,1.7
P.J. Tucker,"$7,590,035 ",SF,32,HOU,78,2170,8.4,0.537,11,4.6,1.8,0.9,13.3,10.3,1,2.8,3.8,0.2,1.2
Otto Porter,"$24,773,250 ",SF,24,WAS,74,2349,18.4,0.601,11.4,10,2.4,1.4,7.1,18.4,4.9,3,7.9,3.6,3.3
Omri Casspi,"$2,106,470 ",SF,29,GSW,53,740,15.5,0.632,15.1,9.5,1.2,2,13.5,16.3,1.2,1,2.2,-1.3,0.1
Omer Asik,"$10,595,505 ",C,31,NOP,14,121,4.5,0.423,16.6,2,0.4,1.3,19,9.4,-0.1,0.1,0,-8.2,-0.2
